ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
8.2764,-3.3948,-3.7037,0.2652,-0.0705,0.8745,0.0,48.005,14,2022-11-07 15:47:55:316
8.2764,-3.3948,-3.7037,0.2908,-0.1853,0.9686,0.0,48.005,24,2022-11-07 15:47:55:326
8.3339,-3.2847,-3.6342,0.2908,-0.1853,0.9686,0.0,48.005,34,2022-11-07 15:47:55:336
8.3698,-3.1147,-3.572,0.3281,-0.2965,1.1348,0.0,48.005,44,2022-11-07 15:47:55:346
8.3698,-3.1147,-3.572,0.3348,-0.2195,1.2661,0.0,48.005,54,2022-11-07 15:47:55:356
8.195,-3.1722,-3.7132,0.3177,-0.1175,1.3687,0.0,48.005,64,2022-11-07 15:47:55:366
7.934,-3.402,-3.9431,0.3482,-0.1193,1.563,0.0,48.005,74,2022-11-07 15:47:55:376
8.3075,-3.8186,-4.2854,0.4179,-0.2201,1.7743,0.0,48.005,84,2022-11-07 15:47:55:386
9.0234,-4.7379,-3.4355,0.559,-0.3374,2.285,0.0,48.005,94,2022-11-07 15:47:55:396
9.0234,-4.7379,-3.4355,0.5523,-0.021,2.6167,0.0,48.005,104,2022-11-07 15:47:55:406
11.1206,-5.1617,-4.7858,0.5969,-0.1841,2.6467,0.0,48.005,114,2022-11-07 15:47:55:416
13.2729,-6.069,-4.4865,0.5688,-0.1175,2.0181,0.0,48.005,124,2022-11-07 15:47:55:426
13.2729,-6.069,-4.4865,0.5688,-0.1175,2.0181,0.0,48.005,133,2022-11-07 15:47:55:435
11.7861,-5.9469,-3.6725,0.4686,0.1995,0.8782,0.0,48.005,145,2022-11-07 15:47:55:447
9.4711,-5.7482,-2.8155,0.5455,0.2435,0.3687,0.0,48.005,154,2022-11-07 15:47:55:456
9.4711,-6.069,-1.7429,0.6695,0.1513,0.3162,0.0,48.005,164,2022-11-07 15:47:55:466
7.946,-6.069,-1.7429,0.9231,0.1146,0.508,0.0,48.005,177,2022-11-07 15:47:55:479
7.9676,-6.9261,-0.9074,1.0336,0.3199,0.6088,0.0,48.005,184,2022-11-07 15:47:55:486
9.4447,-8.4871,-0.9169,1.176,0.8251,0.5184,0.0,48.005,194,2022-11-07 15:47:55:496
9.4447,-8.4871,-0.9169,1.2346,1.0132,0.2136,0.0,48.005,203,2022-11-07 15:47:55:505
9.6602,-9.5884,-1.1492,1.292,1.0688,-0.2,0.0,48.005,214,2022-11-07 15:47:55:516
9.3944,-10.0959,-1.4245,1.3439,0.9448,-0.7785,0.0,48.005,224,2022-11-07 15:47:55:526
8.7768,-10.479,-1.6735,1.3439,0.9448,-0.7785,0.0,48.005,234,2022-11-07 15:47:55:536
8.1495,-10.7184,-1.5753,1.3904,0.6198,-1.2745,0.0,48.005,244,2022-11-07 15:47:55:546
8.1495,-10.7184,-1.5753,1.4356,0.2899,-1.5775,0.0,48.005,254,2022-11-07 15:47:55:556
7.7808,-10.5125,-1.1085,1.5321,-0.1291,-1.9721,0.0,48.005,264,2022-11-07 15:47:55:566
7.4456,-10.1701,-0.5339,1.5883,-0.3093,-2.2103,0.0,48.005,274,2022-11-07 15:47:55:576
7.4456,-10.1701,-0.5339,1.5755,-0.2831,-2.3356,0.0,48.005,284,2022-11-07 15:47:55:586
7.223,-10.3952,-0.0575,1.4569,-0.0302,-2.2903,0.0,48.005,294,2022-11-07 15:47:55:596
7.46,-10.9769,0.6584,1.4569,-0.0302,-2.2903,0.0,48.005,306,2022-11-07 15:47:55:608
7.4528,-11.6928,1.3359,1.176,0.6913,-1.9452,0.0,48.005,315,2022-11-07 15:47:55:617
7.6731,-11.3911,1.3263,0.9078,1.7291,-1.2152,0.0,48.005,326,2022-11-07 15:47:55:628
7.6731,-11.3911,1.3263,0.7257,2.5905,-0.5445,0.0,48.005,334,2022-11-07 15:47:55:636
8.5326,-9.9355,0.96,0.5926,3.4554,0.1549,0.0,48.005,345,2022-11-07 15:47:55:647
9.3633,-7.9293,-2.5713,0.606,3.5122,0.4341,0.0,48.005,354,2022-11-07 15:47:55:656
9.3633,-7.9293,-2.5713,0.606,2.8128,0.4585,0.0,48.005,364,2022-11-07 15:47:55:666
8.8318,-6.8782,-9.8206,0.5303,0.3199,0.4298,0.0,48.005,377,2022-11-07 15:47:55:679
7.8048,-7.3595,-13.3279,0.5303,0.3199,0.4298,0.0,48.005,384,2022-11-07 15:47:55:686
7.9221,-7.8072,2.497,0.2841,-3.2567,0.6412,0.0,48.005,394,2022-11-07 15:47:55:696
7.9221,-7.8072,2.497,0.3421,-2.1303,0.745,0.0,48.005,404,2022-11-07 15:47:55:706
6.9836,-6.5,3.074,0.5022,-0.5946,0.8257,0.0,48.005,413,2022-11-07 15:47:55:715
6.3037,-5.4609,2.5497,0.7325,1.1018,0.8214,0.0,48.005,424,2022-11-07 15:47:55:726
5.8392,-4.9318,1.8722,0.8943,2.2514,0.7964,0.0,48.005,433,2022-11-07 15:47:55:735
5.8129,-4.8409,1.2306,1.0464,3.3308,0.7921,0.0,48.005,444,2022-11-07 15:47:55:746
5.8129,-4.8409,1.2306,1.1246,3.9093,0.7945,0.0,48.005,453,2022-11-07 15:47:55:755
5.9445,-4.5153,-1.2042,0.9854,3.8806,0.7841,0.0,48.005,464,2022-11-07 15:47:55:766
6.1624,-4.4961,-2.1403,0.6091,3.2154,0.7249,0.0,48.005,474,2022-11-07 15:47:55:776
5.7985,-5.0324,0.474,0.5455,3.227,0.8501,0.0,48.005,484,2022-11-07 15:47:55:786
5.7985,-5.0324,0.474,0.5455,3.227,0.8501,0.0,48.005,493,2022-11-07 15:47:55:795
5.9422,-4.9534,-0.0168,0.5113,3.1524,0.9564,0.0,48.005,505,2022-11-07 15:47:55:807
6.3204,-5.2527,-0.3495,0.4399,2.9313,1.026,0.0,48.005,514,2022-11-07 15:47:55:816
6.7083,-5.753,-0.656,0.2505,2.3785,1.0737,0.0,48.005,524,2022-11-07 15:47:55:826
6.7083,-5.753,-0.656,0.0801,1.8702,1.0584,0.0,48.005,533,2022-11-07 15:47:55:835
6.974,-6.1361,-0.6584,-0.1081,1.3229,1.0144,0.0,48.005,544,2022-11-07 15:47:55:846
6.974,-6.1361,-0.6584,-0.3311,0.5709,0.9515,0.0,48.005,554,2022-11-07 15:47:55:856
6.9788,-6.488,0.1772,-0.4031,0.3357,0.9411,0.0,48.005,564,2022-11-07 15:47:55:866
6.8112,-6.4042,1.1348,-0.4508,0.1934,0.9472,0.0,48.005,574,2022-11-07 15:47:55:876
6.6604,-5.9158,1.5993,-0.4221,0.2808,0.9509,0.0,48.005,584,2022-11-07 15:47:55:886
6.6604,-5.9158,1.5993,-0.4221,0.2808,0.9509,0.0,48.005,594,2022-11-07 15:47:55:896
6.4712,-5.6333,1.7022,-0.3683,0.384,0.9527,0.0,48.005,604,2022-11-07 15:47:55:906
6.0475,-4.9199,1.5322,-0.2138,0.5581,0.9643,0.0,48.005,614,2022-11-07 15:47:55:916
5.9062,-4.7403,1.2689,-0.0983,0.6339,0.9857,0.0,48.005,624,2022-11-07 15:47:55:926
5.9062,-4.7403,1.2689,0.0086,0.6418,1.0297,0.0,48.005,634,2022-11-07 15:47:55:936
6.2199,-4.635,0.9888,0.1497,0.5483,1.0773,0.0,48.005,644,2022-11-07 15:47:55:946
6.7274,-4.6398,0.9792,0.3,0.37,1.0792,0.0,48.005,654,2022-11-07 15:47:55:956
6.7274,-4.6398,0.9792,0.4142,0.2069,1.0511,0.0,48.005,663,2022-11-07 15:47:55:965
7.1081,-4.6876,0.9193,0.4142,0.2069,1.0511,0.0,48.005,674,2022-11-07 15:47:55:976
7.2421,-4.6589,0.8547,0.5639,-0.0564,0.9845,0.0,48.005,684,2022-11-07 15:47:55:986
7.3595,-4.6805,0.8164,0.7813,-0.5066,0.8422,0.0,48.005,694,2022-11-07 15:47:55:996
7.6803,-5.0228,0.9576,0.9377,-0.8554,0.7078,0.0,48.005,705,2022-11-07 15:47:56:007
7.6803,-5.0228,0.9576,1.0477,-1.0949,0.5691,0.0,48.005,714,2022-11-07 15:47:56:016
7.9723,-5.4131,1.1994,1.1338,-1.2629,0.3926,0.0,48.005,724,2022-11-07 15:47:56:026
8.013,-5.765,1.4005,1.1338,-1.2629,0.3926,0.0,48.005,734,2022-11-07 15:47:56:036
7.8431,-5.9733,1.4939,1.2047,-1.4297,0.1134,0.0,48.005,744,2022-11-07 15:47:56:046
7.3786,-6.2055,1.4796,1.2028,-1.4944,-0.0332,0.0,48.005,755,2022-11-07 15:47:56:057
7.3786,-6.2055,1.4796,1.1601,-1.539,-0.1279,0.0,48.005,763,2022-11-07 15:47:56:065
