ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
11.2618,-5.188,-3.1698,1.5461,-0.8664,0.3651,0.0,42.522,13,2022-11-07 15:51:01:845
10.6083,-6.0858,-2.4492,1.358,0.2875,-0.4779,0.0,42.522,23,2022-11-07 15:51:01:855
8.1782,-7.6563,-1.9799,1.2505,1.0602,-0.9825,0.0,42.522,33,2022-11-07 15:51:01:865
8.1782,-7.6563,-1.9799,1.2505,1.0602,-0.9825,0.0,42.522,43,2022-11-07 15:51:01:875
6.2127,-9.3083,-1.6471,1.2529,1.657,-1.3295,0.0,42.522,53,2022-11-07 15:51:01:885
4.0245,-11.36,-2.4516,1.3226,2.2752,-1.4602,0.0,42.522,62,2022-11-07 15:51:01:894
2.9328,-11.5348,-3.7492,1.3287,2.3968,-1.3325,0.0,42.522,73,2022-11-07 15:51:01:905
1.4987,-11.5683,-3.9503,1.3268,2.3125,-1.1126,0.0,42.522,82,2022-11-07 15:51:01:914
1.4987,-11.5683,-3.9503,1.3122,2.012,-0.6135,0.0,48.522,93,2022-11-07 15:51:01:925
2.1834,-10.3449,-5.1617,1.2493,1.53,-0.3276,0.0,48.522,103,2022-11-07 15:51:01:935
3.7803,-8.7744,-3.979,1.3287,1.0969,-0.294,0.0,48.522,113,2022-11-07 15:51:01:945
5.1832,-8.2213,-2.8993,1.4539,0.8116,-0.4681,0.0,48.522,123,2022-11-07 15:51:01:955
6.1457,-8.456,-2.047,1.5461,0.7157,-0.6819,0.0,48.522,132,2022-11-07 15:51:01:964
6.1457,-8.456,-2.047,1.7648,0.654,-1.1798,0.0,48.522,143,2022-11-07 15:51:01:975
6.804,-8.9444,-1.4819,1.9695,0.5874,-1.484,0.0,48.522,153,2022-11-07 15:51:01:985
8.681,-9.4136,-0.3926,2.1796,0.6137,-1.7937,0.0,48.522,166,2022-11-07 15:51:01:998
