ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
4.8481,-9.495,-0.4477,0.4392,4.6588,0.5422,0.0,47.716,16,2022-11-07 15:53:39:604
4.7355,-9.1838,-1.1372,0.3049,4.5947,0.618,0.0,47.716,26,2022-11-07 15:53:39:614
4.307,-9.167,-1.6519,0.3049,4.5947,0.618,0.0,47.716,36,2022-11-07 15:53:39:624
4.3094,-8.5469,-2.2672,0.0685,4.318,0.8012,0.0,47.716,46,2022-11-07 15:53:39:634
4.3094,-8.5469,-2.2672,-0.3231,3.7639,0.9185,0.0,47.716,55,2022-11-07 15:53:39:643
4.2926,-7.9388,-2.6048,-0.576,3.2881,0.9295,0.0,47.716,66,2022-11-07 15:53:39:654
4.2615,-7.5701,-2.3893,-0.7941,2.803,0.9283,0.0,47.716,77,2022-11-07 15:53:39:665
4.0101,-7.63,-1.5825,-0.9645,2.3925,0.9246,0.0,47.716,86,2022-11-07 15:53:39:674
4.0101,-7.63,-1.5825,-1.0598,2.1354,0.9399,0.0,47.716,96,2022-11-07 15:53:39:684
3.8401,-7.8335,-0.7972,-1.0934,1.9942,0.9656,0.0,47.716,107,2022-11-07 15:53:39:695
3.8593,-8.0298,-0.2538,-1.0635,1.9942,0.9863,0.0,47.716,115,2022-11-07 15:53:39:703
4.0101,-8.0609,-0.0551,-0.9957,2.0486,0.9973,0.0,47.716,126,2022-11-07 15:53:39:714
4.1705,-7.8862,-0.1197,-0.9138,2.0676,0.9472,0.0,47.716,136,2022-11-07 15:53:39:724
4.1705,-7.8862,-0.1197,-0.8313,2.0712,0.9142,0.0,47.716,145,2022-11-07 15:53:39:733
4.1155,-7.9005,-0.1365,-0.6585,2.0089,0.8825,0.0,47.716,157,2022-11-07 15:53:39:745
4.1322,-7.7377,-0.5147,-0.5583,1.8531,0.8538,0.0,47.716,167,2022-11-07 15:53:39:755
4.1131,-7.4887,-0.7302,-0.4813,1.6228,0.8031,0.0,45.34,183,2022-11-07 15:53:39:771
4.0867,-7.2828,-0.9409,-0.4813,1.6228,0.8031,0.0,45.34,186,2022-11-07 15:53:39:774
4.0867,-7.2828,-0.9409,-0.4141,1.1622,0.7011,0.0,45.34,196,2022-11-07 15:53:39:784
3.9551,-7.0841,-1.0773,-0.3964,0.7786,0.6351,0.0,45.34,206,2022-11-07 15:53:39:794
3.7899,-6.7657,-1.075,-0.3879,0.3645,0.574,0.0,45.34,216,2022-11-07 15:53:39:804
3.572,-6.4114,-0.9792,-0.3744,-0.1554,0.5147,0.0,45.34,227,2022-11-07 15:53:39:815
3.572,-6.4114,-0.9792,-0.3628,-0.5506,0.4659,0.0,45.34,235,2022-11-07 15:53:39:823
3.4523,-6.0188,-0.6751,-0.3335,-0.8982,0.4121,0.0,45.34,246,2022-11-07 15:53:39:834
3.4355,-5.9445,-0.3543,-0.2779,-1.2568,0.3345,0.0,45.34,256,2022-11-07 15:53:39:844
3.5792,-6.2103,-0.091,-0.2144,-1.4785,0.2539,0.0,45.34,265,2022-11-07 15:53:39:853
3.7444,-6.7873,0.0407,-0.1221,-1.6917,0.1421,0.0,45.34,277,2022-11-07 15:53:39:865
3.7444,-6.7873,0.0407,-0.1221,-1.6917,0.1421,0.0,45.34,285,2022-11-07 15:53:39:873
3.9694,-7.6132,0.2083,-0.0268,-1.8328,0.0297,0.0,45.34,296,2022-11-07 15:53:39:884
4.3501,-7.6731,0.1029,0.0452,-1.922,-0.0662,0.0,45.34,306,2022-11-07 15:53:39:894
4.1825,-7.8646,0.1077,0.0923,-2.0301,-0.2623,0.0,45.34,316,2022-11-07 15:53:39:904
4.1825,-7.8646,0.1077,0.1155,-2.0912,-0.4028,0.0,45.34,326,2022-11-07 15:53:39:914
3.9934,-7.8646,0.1748,0.1259,-2.1083,-0.4694,0.0,45.34,335,2022-11-07 15:53:39:923
3.8784,-7.8598,0.2059,0.1295,-2.0967,-0.5152,0.0,45.34,346,2022-11-07 15:53:39:934
3.8784,-7.8598,0.2059,0.1332,-2.035,-0.5891,0.0,45.34,356,2022-11-07 15:53:39:944
