ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
5.6357,-9.5141,-4.0388,0.6115,-1.2739,-1.0356,0.0,42.897,13,2022-11-07 15:51:05:850
3.8473,-8.748,-4.0365,0.3018,-0.0393,-1.5243,0.0,42.897,23,2022-11-07 15:51:05:860
3.8473,-8.748,-4.0365,-0.1319,1.7236,-2.0283,0.0,42.897,33,2022-11-07 15:51:05:870
3.3158,-7.8287,-4.0652,-0.3427,2.7542,-2.3288,0.0,42.897,43,2022-11-07 15:51:05:880
3.2632,-7.1919,-3.876,-0.353,3.1524,-2.539,0.0,42.897,53,2022-11-07 15:51:05:890
3.4355,-6.8375,-3.0237,-0.284,3.4047,-2.7503,0.0,42.897,63,2022-11-07 15:51:05:900
4.4794,-6.6436,-1.8578,-0.1252,3.7853,-3.0875,0.0,42.897,73,2022-11-07 15:51:05:910
4.4794,-6.6436,-1.8578,0.0892,4.1708,-3.4992,0.0,42.897,83,2022-11-07 15:51:05:920
6.2893,-6.8974,-0.8212,0.0892,4.1708,-3.4992,0.0,42.897,93,2022-11-07 15:51:05:930
7.8718,-7.4504,0.0838,0.4466,4.7835,-4.2024,0.0,42.897,103,2022-11-07 15:51:05:940
9.7775,-8.9252,1.051,0.9377,5.5024,-4.9501,0.0,42.897,113,2022-11-07 15:51:05:950
10.3114,-10.7351,1.7238,1.4105,6.1225,-5.3905,0.0,42.897,123,2022-11-07 15:51:05:960
10.3114,-10.7351,1.7238,1.9004,7.0748,-4.958,0.0,42.897,132,2022-11-07 15:51:05:969
9.7512,-17.6397,2.6479,1.6524,8.3338,-2.9409,0.0,42.897,143,2022-11-07 15:51:05:980
10.5125,-16.9239,-0.3184,0.7147,9.0033,-0.6844,0.0,42.897,152,2022-11-07 15:51:05:989
12.3033,-12.9545,-4.0652,-0.3494,7.8298,0.6925,0.0,42.897,163,2022-11-07 15:51:06:000
12.3033,-12.9545,-4.0652,-1.2241,4.5275,0.943,0.0,42.897,173,2022-11-07 15:51:06:010
12.9066,-9.1431,-3.6558,-1.3995,1.6742,0.3578,0.0,42.897,183,2022-11-07 15:51:06:020
11.0488,-6.8256,0.3352,-1.2687,-0.2372,-0.3728,0.0,42.897,196,2022-11-07 15:51:06:033
9.3442,-7.1009,2.6215,-1.1343,-0.9831,-0.8493,0.0,42.897,202,2022-11-07 15:51:06:039
9.3442,-7.1009,2.6215,-1.1252,-0.9092,-0.9416,0.0,42.897,213,2022-11-07 15:51:06:050
7.697,-7.6348,3.3948,-1.1484,-0.2776,-0.5677,0.0,42.897,223,2022-11-07 15:51:06:060
