ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
4.0724,-9.3418,1.6352,0.0611,1.6992,1.293,0.0,45.712,15,2022-11-07 15:52:42:920
4.0053,-9.0928,1.4628,-0.1692,2.1818,1.103,0.0,45.712,25,2022-11-07 15:52:42:930
4.0053,-9.0928,1.4628,-0.5931,2.4866,1.0499,0.0,45.712,35,2022-11-07 15:52:42:940
3.7803,-8.4727,0.9768,-0.7177,2.4231,1.0205,0.0,45.712,44,2022-11-07 15:52:42:949
3.6271,-8.0729,0.735,-0.835,2.3082,0.9863,0.0,45.712,55,2022-11-07 15:52:42:960
3.3972,-7.6563,0.735,-0.835,2.3082,0.9863,0.0,45.712,65,2022-11-07 15:52:42:970
3.1411,-7.1224,0.9361,-0.9951,1.9997,0.9277,0.0,45.712,75,2022-11-07 15:52:42:980
3.1411,-7.1224,0.9361,-0.9951,1.9997,0.9277,0.0,45.712,85,2022-11-07 15:52:42:990
3.019,-6.5646,1.1635,-0.9951,1.9099,0.8984,0.0,45.712,95,2022-11-07 15:52:43:000
2.9376,-6.1983,0.9936,-0.9731,1.8556,0.8623,0.0,45.712,105,2022-11-07 15:52:43:010
2.9783,-6.0762,0.9361,-0.9401,1.7756,0.8153,0.0,45.712,115,2022-11-07 15:52:43:020
2.9783,-6.0762,0.9361,-0.8759,1.6461,0.7475,0.0,45.712,124,2022-11-07 15:52:43:029
3.1937,-6.3563,1.051,-0.8057,1.5379,0.651,0.0,45.712,135,2022-11-07 15:52:43:040
3.3637,-7.1631,1.1683,-0.7428,1.4396,0.549,0.0,45.712,145,2022-11-07 15:52:43:050
3.3781,-7.7138,1.2449,-0.6963,1.3773,0.4726,0.0,45.712,155,2022-11-07 15:52:43:060
3.3781,-7.7138,1.2449,-0.642,1.2343,0.3736,0.0,45.712,165,2022-11-07 15:52:43:070
3.0812,-7.8933,0.9145,-0.6108,1.0095,0.2814,0.0,45.712,177,2022-11-07 15:52:43:082
3.0812,-7.8933,0.9145,-0.6108,1.0095,0.2814,0.0,45.712,185,2022-11-07 15:52:43:090
2.8107,-7.6563,0.9289,-0.6011,0.8605,0.2625,0.0,45.712,195,2022-11-07 15:52:43:100
2.4779,-7.2326,0.8858,-0.6066,0.7756,0.2936,0.0,45.712,205,2022-11-07 15:52:43:110
2.4779,-7.2326,0.8858,-0.6151,0.731,0.3339,0.0,62.608,215,2022-11-07 15:52:43:120
2.3749,-6.8591,0.8619,-0.6267,0.6827,0.3736,0.0,62.608,227,2022-11-07 15:52:43:132
2.3438,-6.4952,0.8236,-0.6401,0.6253,0.406,0.0,62.608,235,2022-11-07 15:52:43:140
2.3678,-6.3228,0.826,-0.656,0.5673,0.4176,0.0,62.608,244,2022-11-07 15:52:43:149
2.5784,-6.3587,0.7589,-0.656,0.5673,0.4176,0.0,62.608,255,2022-11-07 15:52:43:160
2.5784,-6.3587,0.7589,-0.6731,0.4384,0.3932,0.0,62.608,265,2022-11-07 15:52:43:170
2.7939,-6.4784,0.723,-0.678,0.2203,0.3229,0.0,62.608,274,2022-11-07 15:52:43:179
2.995,-6.6532,0.8212,-0.6554,-0.0546,0.2142,0.0,62.608,285,2022-11-07 15:52:43:190
3.0716,-6.9094,0.9816,-0.6108,-0.2763,0.1189,0.0,62.608,295,2022-11-07 15:52:43:200
3.2249,-7.3642,1.2425,-0.4807,-0.638,-0.0332,0.0,62.608,305,2022-11-07 15:52:43:210
