ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
5.2072,-11.4749,1.197,-0.4233,-1.845,0.2521,0.0,42.548,14,2022-11-07 15:53:41:919
4.477,-11.3696,1.9249,-0.1747,-0.8066,0.4634,0.0,42.548,24,2022-11-07 15:53:41:929
4.1729,-10.8237,2.1738,0.0843,0.1262,0.6436,0.0,42.548,33,2022-11-07 15:53:41:938
4.1729,-10.8237,2.1738,0.0843,0.1262,0.6436,0.0,42.548,44,2022-11-07 15:53:41:949
3.9144,-10.6202,2.1571,0.4228,1.3504,0.8666,0.0,42.548,54,2022-11-07 15:53:41:959
4.1418,-9.6578,1.5705,0.7001,2.4683,1.0315,0.0,42.548,64,2022-11-07 15:53:41:969
4.374,-8.7863,0.7517,0.8192,3.1958,1.0297,0.0,42.548,73,2022-11-07 15:53:41:978
4.3357,-8.2836,0.0024,0.8498,3.8525,0.954,0.0,42.548,84,2022-11-07 15:53:41:989
4.3357,-8.2836,0.0024,0.8052,4.1659,0.9039,0.0,42.548,94,2022-11-07 15:53:41:999
4.1992,-8.0705,-0.5435,0.6445,4.3565,0.8892,0.0,42.548,104,2022-11-07 15:53:42:009
4.0436,-7.9293,-1.1899,0.4808,4.3076,0.8996,0.0,42.548,116,2022-11-07 15:53:42:021
4.0436,-7.9293,-1.1899,0.4808,4.3076,0.8996,0.0,42.548,123,2022-11-07 15:53:42:028
3.8737,-7.6132,-1.8985,0.1992,4.0761,0.9136,0.0,42.548,134,2022-11-07 15:53:42:039
3.7611,-7.3547,-2.1307,-0.0531,3.7596,0.9179,0.0,42.548,144,2022-11-07 15:53:42:049
3.6965,-7.1416,-1.9943,-0.2993,3.3895,0.9173,0.0,42.548,154,2022-11-07 15:53:42:059
3.5385,-7.1943,-1.853,-0.5668,2.9203,0.91,0.0,42.548,164,2022-11-07 15:53:42:069
3.5385,-7.1943,-1.853,-0.7471,2.5397,0.9124,0.0,44.96,173,2022-11-07 15:53:42:078
3.347,-7.3475,-1.4149,-0.857,2.1964,0.9399,0.0,44.96,184,2022-11-07 15:53:42:089
3.347,-7.3475,-1.4149,-0.9169,1.7456,1.0028,0.0,44.96,194,2022-11-07 15:53:42:099
3.3326,-7.2158,-0.9983,-0.904,1.5483,1.0254,0.0,44.96,204,2022-11-07 15:53:42:109
3.3948,-6.8567,-0.6799,-0.8619,1.42,1.0224,0.0,44.96,215,2022-11-07 15:53:42:120
3.4571,-6.646,-0.5004,-0.7532,1.2966,0.99,0.0,44.96,224,2022-11-07 15:53:42:129
3.4571,-6.646,-0.5004,-0.7532,1.2966,0.99,0.0,44.96,234,2022-11-07 15:53:42:139
3.4834,-6.4425,-0.474,-0.6377,1.213,0.935,0.0,44.96,243,2022-11-07 15:53:42:148
3.5696,-6.33,-0.3663,-0.4667,1.0951,0.8299,0.0,44.96,254,2022-11-07 15:53:42:159
3.6582,-6.2342,-0.7494,-0.2816,0.9161,0.6821,0.0,44.96,265,2022-11-07 15:53:42:170
3.663,-6.3444,-0.9552,-0.1887,0.7462,0.5789,0.0,44.96,274,2022-11-07 15:53:42:179
3.663,-6.3444,-0.9552,-0.047,0.3956,0.4066,0.0,44.96,284,2022-11-07 15:53:42:189
3.56,-6.3444,-0.8164,0.1051,-0.0265,0.2264,0.0,44.96,294,2022-11-07 15:53:42:199
3.3517,-6.1696,-0.5746,0.1925,-0.2501,0.1262,0.0,44.96,303,2022-11-07 15:53:42:208
3.244,-6.1193,-0.4429,0.2694,-0.426,0.0273,0.0,44.96,314,2022-11-07 15:53:42:219
3.244,-6.1193,-0.4429,0.3446,-0.5836,-0.1028,0.0,44.96,324,2022-11-07 15:53:42:229
3.3206,-6.3898,-0.2849,0.3446,-0.5836,-0.1028,0.0,44.96,334,2022-11-07 15:53:42:239
3.4834,-6.9884,-0.2227,0.3965,-0.6514,-0.2256,0.0,44.96,344,2022-11-07 15:53:42:249
3.6318,-7.6994,-0.2059,0.5101,-0.6972,-0.4907,0.0,44.96,354,2022-11-07 15:53:42:259
4.1131,-8.5086,-0.3448,0.5419,-0.6972,-0.5824,0.0,44.96,366,2022-11-07 15:53:42:271
4.1131,-8.5086,-0.3448,0.5419,-0.6972,-0.5824,0.0,44.96,374,2022-11-07 15:53:42:279
4.3573,-9.2556,-0.2562,0.5688,-0.6642,-0.7473,0.0,44.96,384,2022-11-07 15:53:42:289
4.3573,-9.2556,-0.2562,0.5608,-0.6166,-0.9019,0.0,44.96,394,2022-11-07 15:53:42:299
4.0053,-9.5788,-0.1891,0.5297,-0.5696,-0.9635,0.0,44.96,404,2022-11-07 15:53:42:309
3.5121,-9.1814,-0.3639,0.4276,-0.5439,-0.9452,0.0,44.96,414,2022-11-07 15:53:42:319
3.5121,-9.1814,-0.3639,0.3018,-0.5805,-0.8896,0.0,44.96,424,2022-11-07 15:53:42:329
3.3493,-8.7648,-0.474,0.1747,-0.652,-0.8554,0.0,44.96,434,2022-11-07 15:53:42:339
3.4188,-8.6595,-0.565,0.1747,-0.652,-0.8554,0.0,44.96,444,2022-11-07 15:53:42:349
3.5696,-8.7816,-0.5818,0.0379,-0.7443,-0.8444,0.0,44.96,454,2022-11-07 15:53:42:359
3.6821,-8.9132,-0.5722,-0.1386,-0.875,-0.8664,0.0,44.96,464,2022-11-07 15:53:42:369
3.6821,-8.9132,-0.5722,-0.2797,-0.9776,-0.9086,0.0,44.96,473,2022-11-07 15:53:42:378
3.7228,-9.0617,-0.4812,-0.4398,-1.0918,-0.9697,0.0,44.96,484,2022-11-07 15:53:42:389
3.979,-9.6554,-0.2538,-0.667,-1.2018,-1.0552,0.0,42.63,505,2022-11-07 15:53:42:410
3.979,-9.6554,-0.2538,-0.667,-1.2018,-1.0552,0.0,42.63,505,2022-11-07 15:53:42:410
3.979,-9.6554,-0.2538,-0.667,-1.2018,-1.0552,0.0,42.63,514,2022-11-07 15:53:42:419
4.0508,-10.2731,-0.0263,-0.755,-1.1822,-1.0747,0.0,42.63,523,2022-11-07 15:53:42:428
3.8186,-10.2443,0.2131,-0.7599,-0.9611,-0.9837,0.0,42.63,534,2022-11-07 15:53:42:439
3.3781,-9.7344,0.5387,-0.7599,-0.9611,-0.9837,0.0,42.63,544,2022-11-07 15:53:42:449
3.0381,-9.0593,0.7158,-0.7073,-0.7663,-0.8921,0.0,42.63,554,2022-11-07 15:53:42:459
3.0381,-9.0593,0.7158,-0.5583,-0.4058,-0.7333,0.0,42.63,565,2022-11-07 15:53:42:470
2.9328,-8.3626,0.6895,-0.4716,-0.2275,-0.6819,0.0,42.63,574,2022-11-07 15:53:42:479
2.9926,-7.8886,0.5052,-0.3317,0.0285,-0.6459,0.0,42.63,584,2022-11-07 15:53:42:489
2.9926,-7.8886,0.5052,-0.229,0.1763,-0.6618,0.0,42.63,594,2022-11-07 15:53:42:499
3.153,-7.8742,0.249,-0.157,0.2789,-0.7076,0.0,42.63,604,2022-11-07 15:53:42:509
3.2679,-8.2501,-0.0072,-0.0983,0.3254,-0.776,0.0,42.63,614,2022-11-07 15:53:42:519
