ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
8.2285,-10.3856,-0.5626,1.2596,0.1244,-1.7271,0.0,48.005,27,2022-11-07 15:48:14:284
8.7361,-9.8421,0.3759,1.3372,0.3034,-2.0411,0.0,48.005,37,2022-11-07 15:48:14:294
9.2771,-9.7344,0.9265,1.4472,0.4323,-2.4339,0.0,48.005,47,2022-11-07 15:48:14:304
9.2771,-9.7344,0.9265,1.4472,0.4323,-2.4339,0.0,48.005,58,2022-11-07 15:48:14:315
10.0576,-10.4119,1.4652,1.6982,0.4463,-3.0173,0.0,48.005,67,2022-11-07 15:48:14:324
10.2013,-11.7646,2.0757,1.9157,0.359,-3.3355,0.0,48.005,76,2022-11-07 15:48:14:333
10.2013,-11.7646,2.0757,1.964,0.4139,-3.2341,0.0,48.005,87,2022-11-07 15:48:14:344
9.2364,-12.921,2.5473,1.8644,0.5984,-2.8859,0.0,48.005,97,2022-11-07 15:48:14:354
7.8766,-13.4764,2.8442,0.7606,1.5251,-0.8072,0.0,48.005,109,2022-11-07 15:48:14:366
8.444,-11.2499,1.9967,0.7606,1.5251,-0.8072,0.0,48.005,117,2022-11-07 15:48:14:374
8.444,-11.2499,1.9967,0.2297,1.4249,-0.225,0.0,48.005,127,2022-11-07 15:48:14:384
9.3226,-9.2891,1.719,-0.0433,0.9167,-0.4034,0.0,48.005,137,2022-11-07 15:48:14:394
8.0107,-8.6595,1.616,-0.477,1.183,-0.2256,0.0,48.005,146,2022-11-07 15:48:14:403
14.7596,-8.6283,2.2864,-0.477,1.183,-0.2256,0.0,48.005,157,2022-11-07 15:48:14:414
17.0891,-8.0442,3.0429,-2.1936,3.5306,1.8849,0.0,48.005,167,2022-11-07 15:48:14:424
17.0891,-8.0442,3.0429,-1.5528,1.6766,-0.6764,0.0,48.005,177,2022-11-07 15:48:14:434
13.3136,-7.4456,3.7683,-1.2437,1.0645,-1.8359,0.0,48.005,187,2022-11-07 15:48:14:444
9.0329,-7.3571,3.7587,-1.0836,0.9961,-2.7693,0.0,48.005,196,2022-11-07 15:48:14:453
5.6764,-7.7856,3.6438,-1.2864,1.8941,-2.5206,0.0,48.005,207,2022-11-07 15:48:14:464
4.6446,-6.6556,2.9974,-1.5112,2.6754,-1.9171,0.0,48.005,216,2022-11-07 15:48:14:473
4.6446,-6.6556,2.9974,-1.6963,3.3278,-1.4229,0.0,48.005,228,2022-11-07 15:48:14:485
4.3597,-4.7068,2.2576,-1.8179,3.8244,-1.0888,0.0,48.005,237,2022-11-07 15:48:14:494
4.0532,-3.6366,1.5346,-1.824,3.9508,-0.9306,0.0,48.005,246,2022-11-07 15:48:14:503
3.7994,-3.8306,1.1875,-1.8197,3.9337,-0.7363,0.0,48.005,257,2022-11-07 15:48:14:514
3.7994,-3.8306,1.1875,-1.8148,3.8275,-0.5793,0.0,48.005,267,2022-11-07 15:48:14:524
3.9503,-3.991,0.7254,-1.8051,3.5507,-0.3722,0.0,48.005,277,2022-11-07 15:48:14:534
4.1945,-4.216,0.5674,-1.7654,3.0388,-0.1224,0.0,48.005,286,2022-11-07 15:48:14:543
4.702,-4.2639,0.7972,-1.6878,2.5721,0.0199,0.0,48.005,297,2022-11-07 15:48:14:554
4.702,-4.2639,0.7972,-1.6878,2.5721,0.0199,0.0,48.005,307,2022-11-07 15:48:14:564
5.0635,-4.3716,1.379,-1.5387,2.0804,0.1189,0.0,48.005,317,2022-11-07 15:48:14:574
4.7762,-4.1083,1.8746,-1.3139,1.7975,0.2203,0.0,48.005,330,2022-11-07 15:48:14:587
4.7762,-4.1083,1.8746,-1.1991,1.767,0.2533,0.0,48.005,337,2022-11-07 15:48:14:594
4.3573,-3.5576,1.628,-0.9981,1.7273,0.2893,0.0,48.005,347,2022-11-07 15:48:14:604
3.8832,-3.2775,1.4341,-0.9981,1.7273,0.2893,0.0,48.005,357,2022-11-07 15:48:14:614
3.5696,-3.2679,1.2665,-0.8601,1.679,0.3266,0.0,48.005,367,2022-11-07 15:48:14:624
4.0772,-3.6295,1.1875,-0.7269,1.5966,0.4421,0.0,48.005,378,2022-11-07 15:48:14:635
4.781,-4.386,1.209,-0.6169,1.4536,0.563,0.0,48.005,386,2022-11-07 15:48:14:643
4.781,-4.386,1.209,-0.5259,1.2649,0.7047,0.0,48.005,397,2022-11-07 15:48:14:654
6.081,-5.2048,1.4987,-0.4086,0.9906,0.8385,0.0,48.005,407,2022-11-07 15:48:14:664
7.5845,-5.8823,1.786,-0.281,0.6998,0.8593,0.0,48.005,417,2022-11-07 15:48:14:674
8.9348,-6.263,2.1619,-0.168,0.4848,0.7719,0.0,48.005,427,2022-11-07 15:48:14:684
8.9348,-6.263,2.1619,-0.168,0.4848,0.7719,0.0,48.005,436,2022-11-07 15:48:14:693
9.8661,-6.5574,2.4372,-0.0042,0.2185,0.5599,0.0,48.005,447,2022-11-07 15:48:14:704
9.902,-6.5335,2.588,0.124,0.0297,0.3529,0.0,48.005,458,2022-11-07 15:48:14:715
9.1024,-6.5574,2.6814,0.2309,-0.0589,0.1439,0.0,48.005,467,2022-11-07 15:48:14:724
7.9316,-6.1911,2.4563,0.3042,-0.0515,0.0303,0.0,48.005,476,2022-11-07 15:48:14:733
7.9316,-6.1911,2.4563,0.3183,-0.0173,0.0175,0.0,48.005,487,2022-11-07 15:48:14:744
6.998,-5.3676,2.1284,0.3042,-0.0033,0.0041,0.0,48.005,497,2022-11-07 15:48:14:754
6.0978,-4.5129,1.7381,0.2682,-0.0405,-0.0369,0.0,48.005,507,2022-11-07 15:48:14:764
5.3939,-4.2352,1.6376,0.245,-0.068,-0.0509,0.0,48.005,517,2022-11-07 15:48:14:774
5.3939,-4.2352,1.6376,0.1363,-0.1352,-0.0515,0.0,48.005,528,2022-11-07 15:48:14:785
4.9103,-4.1322,1.5681,0.0538,-0.17,-0.0198,0.0,48.005,537,2022-11-07 15:48:14:794
4.7595,-4.1681,1.5035,-0.0458,-0.2134,0.0334,0.0,48.005,547,2022-11-07 15:48:14:804
5.1353,-4.5081,1.5107,-0.0458,-0.2134,0.0334,0.0,48.005,557,2022-11-07 15:48:14:814
5.9422,-4.9845,1.7381,-0.1887,-0.3002,0.1036,0.0,48.005,568,2022-11-07 15:48:14:825
5.9422,-4.9845,1.7381,-0.3622,-0.426,0.1256,0.0,48.005,578,2022-11-07 15:48:14:835
6.9022,-5.6573,2.1499,-0.4581,-0.4889,0.0877,0.0,48.005,587,2022-11-07 15:48:14:844
