ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
3.7228,-6.579,-2.9495,0.5688,0.2875,-0.3374,0.0,48.005,20,2022-11-07 15:48:10:554
3.8641,-6.5742,-2.9016,0.6518,0.4317,-0.3582,0.0,48.005,30,2022-11-07 15:48:10:564
3.979,-6.555,-2.9591,0.7184,0.5129,-0.3606,0.0,48.005,40,2022-11-07 15:48:10:574
4.1777,-6.6771,-3.2225,0.7917,0.5605,-0.338,0.0,48.005,50,2022-11-07 15:48:10:584
4.1777,-6.7035,-3.6199,0.8681,0.4946,-0.2971,0.0,48.005,60,2022-11-07 15:48:10:594
4.1777,-6.7035,-3.6199,0.9658,0.3364,-0.2415,0.0,48.005,70,2022-11-07 15:48:10:604
4.4147,-6.8208,-4.0221,1.0825,0.1384,-0.1896,0.0,48.005,79,2022-11-07 15:48:10:613
4.4291,-7.0243,-4.4171,1.2193,-0.1517,-0.0937,0.0,48.005,90,2022-11-07 15:48:10:624
4.4794,-7.3116,-4.7786,1.2932,-0.3527,0.0047,0.0,48.005,99,2022-11-07 15:48:10:633
4.6206,-7.7569,-4.9223,1.3464,-0.5195,0.1244,0.0,48.005,110,2022-11-07 15:48:10:644
4.6206,-7.7569,-4.9223,1.3464,-0.5195,0.1244,0.0,48.005,120,2022-11-07 15:48:10:654
4.86,-8.4703,-5.188,1.4099,-0.6795,0.2392,0.0,48.005,130,2022-11-07 15:48:10:664
5.0013,-9.2532,-5.0755,1.4954,-0.8866,0.3235,0.0,48.005,139,2022-11-07 15:48:10:673
5.0013,-9.2532,-5.0755,1.6457,-1.2091,0.3999,0.0,48.005,150,2022-11-07 15:48:10:684
6.8615,-10.8836,-5.4418,1.898,-1.7522,0.2692,0.0,48.005,163,2022-11-07 15:48:10:697
6.8615,-10.8836,-5.4418,1.9725,-2.0918,-0.1792,0.0,48.005,170,2022-11-07 15:48:10:704
7.1871,-10.7351,-4.9342,1.8913,-2.2335,-0.7082,0.0,48.005,180,2022-11-07 15:48:10:714
5.8847,-9.6674,-4.0556,1.8913,-2.2335,-0.7082,0.0,48.005,190,2022-11-07 15:48:10:724
5.8847,-9.6674,-4.0556,1.6023,-2.3032,-1.4034,0.0,48.005,200,2022-11-07 15:48:10:734
4.6805,-8.8223,-3.3158,1.3488,-2.2409,-1.6966,0.0,48.005,211,2022-11-07 15:48:10:745
4.137,-8.511,-2.8873,1.1876,-2.1517,-1.7656,0.0,48.005,220,2022-11-07 15:48:10:754
4.4195,-8.7265,-2.193,1.1136,-1.9971,-1.7632,0.0,48.005,230,2022-11-07 15:48:10:764
5.358,-9.3705,-1.8913,1.176,-1.8078,-1.7656,0.0,48.005,240,2022-11-07 15:48:10:774
5.358,-9.3705,-1.8913,1.2847,-1.7265,-1.8065,0.0,48.005,250,2022-11-07 15:48:10:784
6.2318,-9.7057,-1.2306,1.3965,-1.4394,-1.9483,0.0,48.005,259,2022-11-07 15:48:10:793
7.1536,-9.3633,-0.4214,1.4551,-0.8298,-2.2903,0.0,48.005,270,2022-11-07 15:48:10:804
7.8119,-9.6746,-0.0431,1.4783,0.1213,-2.655,0.0,48.005,279,2022-11-07 15:48:10:813
9.2412,-10.3784,0.0479,1.5596,1.4127,-3.0442,0.0,48.005,292,2022-11-07 15:48:10:826
9.2412,-10.3784,0.0479,1.5596,1.4127,-3.0442,0.0,48.005,300,2022-11-07 15:48:10:834
11.1302,-11.9825,0.4836,1.763,2.5385,-3.3917,0.0,48.005,311,2022-11-07 15:48:10:845
12.2051,-13.3782,0.9672,2.0183,3.4359,-3.4748,0.0,48.005,320,2022-11-07 15:48:10:854
12.6289,-16.0955,2.1619,2.0733,4.4988,-2.8817,0.0,48.005,330,2022-11-07 15:48:10:864
