ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
9.1407,-10.5388,-3.5672,1.2719,0.362,-2.3313,0.0,48.005,19,2022-11-07 15:48:07:267
8.8151,-10.9698,-3.5026,1.1986,0.3461,-2.3087,0.0,48.005,29,2022-11-07 15:48:07:277
8.8151,-10.9698,-3.5026,1.2034,0.3296,-2.2073,0.0,48.005,38,2022-11-07 15:48:07:286
9.0521,-11.1541,-2.6311,1.2816,0.359,-2.123,0.0,48.005,49,2022-11-07 15:48:07:297
9.5333,-11.1158,-1.5681,1.2816,0.359,-2.123,0.0,48.005,59,2022-11-07 15:48:07:307
10.1677,-11.032,-0.0814,1.507,0.971,-2.156,0.0,48.005,69,2022-11-07 15:48:07:317
10.5867,-11.3432,1.1396,1.5443,1.5483,-2.2433,0.0,48.005,80,2022-11-07 15:48:07:328
10.5867,-11.3432,1.1396,1.5443,1.5483,-2.2433,0.0,48.005,89,2022-11-07 15:48:07:337
10.6729,-11.7622,1.9751,1.5034,2.2398,-2.2757,0.0,48.005,99,2022-11-07 15:48:07:347
10.1653,-11.7742,2.0446,1.336,3.0345,-2.2183,0.0,48.005,110,2022-11-07 15:48:07:358
9.8086,-11.4175,1.6184,1.0636,3.5483,-2.013,0.0,48.005,119,2022-11-07 15:48:07:367
9.8278,-10.783,1.1611,0.6127,3.8641,-1.7167,0.0,48.005,129,2022-11-07 15:48:07:377
9.8278,-10.783,1.1611,0.0123,3.5623,-1.6386,0.0,48.005,139,2022-11-07 15:48:07:387
9.9379,-9.7703,-0.0168,-0.3964,2.8788,-1.8065,0.0,48.005,149,2022-11-07 15:48:07:397
9.1766,-9.3609,-0.5387,-0.7122,2.2575,-1.9764,0.0,48.005,162,2022-11-07 15:48:07:410
9.1766,-9.3609,-0.5387,-2.9584,4.4963,-0.4052,0.0,48.005,169,2022-11-07 15:48:07:417
0.7446,-12.4709,-3.0764,-2.9584,4.4963,-0.4052,0.0,48.005,179,2022-11-07 15:48:07:427
13.4548,-8.1758,1.5131,-3.353,4.1311,-0.9519,0.0,48.005,189,2022-11-07 15:48:07:437
9.0856,-9.2676,2.5713,-3.0494,3.0639,-2.349,0.0,48.005,199,2022-11-07 15:48:07:447
9.0856,-9.2676,2.5713,-2.9181,2.803,-3.0338,0.0,48.005,209,2022-11-07 15:48:07:457
6.4832,-9.4375,2.6144,-2.915,3.04,-2.8395,0.0,48.005,219,2022-11-07 15:48:07:467
4.8864,-8.7121,2.2289,-2.8777,3.3907,-2.1187,0.0,48.005,229,2022-11-07 15:48:07:477
4.2854,-7.3523,1.4963,-2.6829,3.4652,-1.2867,0.0,48.005,239,2022-11-07 15:48:07:487
4.2854,-7.3523,1.4963,-2.3811,3.2251,-0.7302,0.0,48.005,249,2022-11-07 15:48:07:497
4.2591,-5.7171,1.0247,-1.9847,2.8293,-0.3111,0.0,48.005,259,2022-11-07 15:48:07:507
4.1155,-5.0204,1.1683,-1.5681,2.4463,0.0798,0.0,48.005,268,2022-11-07 15:48:07:516
4.0484,-4.9486,1.4676,-1.3176,2.2697,0.3297,0.0,48.005,278,2022-11-07 15:48:07:526
4.2711,-4.6589,1.5729,-1.1093,2.1201,0.5056,0.0,48.005,289,2022-11-07 15:48:07:537
4.2711,-4.6589,1.5729,-0.9169,1.9417,0.618,0.0,48.005,300,2022-11-07 15:48:07:548
4.307,-4.453,1.7501,-0.7367,1.7206,0.7255,0.0,48.005,310,2022-11-07 15:48:07:558
4.3142,-4.4818,1.8363,-0.5192,1.3901,0.8837,0.0,48.005,319,2022-11-07 15:48:07:567
4.3453,-4.7978,1.7908,-0.5192,1.3901,0.8837,0.0,48.005,331,2022-11-07 15:48:07:579
4.69,-5.0755,1.786,-0.3231,1.048,1.067,0.0,48.005,338,2022-11-07 15:48:07:586
4.69,-5.0755,1.786,-0.1741,0.7982,1.194,0.0,48.005,349,2022-11-07 15:48:07:597
5.0611,-5.1784,1.9512,-0.1741,0.7982,1.194,0.0,48.005,359,2022-11-07 15:48:07:607
5.2574,-5.1641,1.9679,0.0532,0.4946,1.3211,0.0,48.005,369,2022-11-07 15:48:07:617
5.698,-4.9199,1.9464,0.292,0.3516,1.3455,0.0,48.005,379,2022-11-07 15:48:07:627
5.698,-4.9199,1.9464,0.424,0.3865,1.296,0.0,48.005,389,2022-11-07 15:48:07:637
5.5615,-4.556,1.7046,0.504,0.4176,1.249,0.0,48.005,399,2022-11-07 15:48:07:647
5.3652,-4.2735,1.4412,0.5645,0.4457,1.183,0.0,48.005,409,2022-11-07 15:48:07:657
5.3436,-4.125,1.2545,0.5889,0.4433,1.139,0.0,48.005,419,2022-11-07 15:48:07:667
