ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
11.9106,-1.446,0.261,0.1399,-1.4871,2.5929,0.0,41.604,13,2022-11-07 15:50:46:674
14.4484,-1.8387,0.2586,0.1399,-1.4871,2.5929,0.0,41.604,23,2022-11-07 15:50:46:684
16.4546,-4.3788,-2.5377,-0.1844,0.0963,1.2368,0.0,41.604,33,2022-11-07 15:50:46:694
16.4546,-4.3788,-2.5377,-0.1844,0.0963,1.2368,0.0,41.604,43,2022-11-07 15:50:46:704
11.6952,-7.958,-4.6278,-0.9205,1.607,0.6155,0.0,41.604,52,2022-11-07 15:50:46:713
8.942,-8.049,-5.595,-1.3451,2.0333,0.7414,0.0,41.604,63,2022-11-07 15:50:46:724
8.0849,-7.1272,-4.8313,-1.6517,1.9918,1.1128,0.0,41.604,73,2022-11-07 15:50:46:734
8.5805,-6.4712,-3.39,-1.802,1.7811,1.5392,0.0,41.604,83,2022-11-07 15:50:46:744
8.5805,-6.4712,-3.39,-1.7147,1.7591,1.6589,0.0,41.604,93,2022-11-07 15:50:46:754
9.3873,-6.5215,-2.9567,-1.4752,1.8794,1.497,0.0,41.604,103,2022-11-07 15:50:46:764
9.3873,-6.5215,-2.9567,-1.1527,2.125,1.1586,0.0,41.604,113,2022-11-07 15:50:46:774
9.9427,-7.1248,-3.3278,-0.8008,2.3033,0.8043,0.0,41.604,122,2022-11-07 15:50:46:783
10.2443,-7.5342,-3.5361,-0.554,2.3174,0.6375,0.0,41.604,133,2022-11-07 15:50:46:794
10.4838,-8.0466,-2.7843,-0.554,2.3174,0.6375,0.0,41.604,142,2022-11-07 15:50:46:803
10.6705,-8.7576,-1.7932,0.0733,2.1714,0.4921,0.0,41.604,153,2022-11-07 15:50:46:814
10.6705,-8.7576,-1.7932,0.5614,2.0217,0.5312,0.0,41.604,163,2022-11-07 15:50:46:824
11.02,-8.9946,-0.8762,1.0562,1.855,0.6186,0.0,41.604,172,2022-11-07 15:50:46:833
10.9985,-8.9276,-0.6153,1.7306,1.3699,0.8324,0.0,41.604,183,2022-11-07 15:50:46:844
10.9985,-8.9276,-0.6153,1.7306,1.3699,0.8324,0.0,41.604,193,2022-11-07 15:50:46:854
