ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
7.9197,-7.2589,-5.2598,0.7538,-1.4535,0.4445,0.0,48.005,20,2022-11-07 15:48:03:238
7.4337,-7.0099,-4.5344,0.7538,-1.4535,0.4445,0.0,48.005,30,2022-11-07 15:48:03:248
7.4337,-7.0099,-4.5344,0.7288,-1.3667,0.2857,0.0,48.005,40,2022-11-07 15:48:03:258
7.4696,-6.8735,-3.9096,0.7013,-1.0002,0.0633,0.0,48.005,50,2022-11-07 15:48:03:268
7.8526,-7.1751,-2.916,0.6683,-0.4932,-0.1963,0.0,48.005,60,2022-11-07 15:48:03:278
8.6212,-7.3954,-2.2337,0.6579,0.3211,-0.7204,0.0,48.005,69,2022-11-07 15:48:03:287
8.6212,-7.3954,-2.2337,0.7404,1.1885,-1.4822,0.0,48.005,80,2022-11-07 15:48:03:298
9.744,-7.8981,-1.2737,0.8754,1.9014,-2.2097,0.0,48.005,90,2022-11-07 15:48:03:308
11.1565,-8.8462,-0.6344,1.0758,2.5184,-2.9965,0.0,48.005,100,2022-11-07 15:48:03:318
12.6839,-10.0815,-0.2035,1.4154,3.0981,-4.0032,0.0,48.005,110,2022-11-07 15:48:03:328
13.5314,-11.688,0.4238,1.7141,3.4615,-4.6874,0.0,48.005,120,2022-11-07 15:48:03:338
13.5314,-11.688,0.4238,1.9939,3.8782,-4.9256,0.0,48.005,130,2022-11-07 15:48:03:348
11.111,-16.4762,2.0541,2.1436,4.3705,-4.575,0.0,48.005,144,2022-11-07 15:48:03:362
11.111,-16.4762,2.0541,2.0648,4.7841,-3.7809,0.0,48.005,150,2022-11-07 15:48:03:368
9.4519,-15.9638,0.6512,2.0648,4.7841,-3.7809,0.0,48.005,159,2022-11-07 15:48:03:377
9.6578,-12.6049,-0.9576,1.2596,5.3088,-1.5628,0.0,48.005,170,2022-11-07 15:48:03:388
9.6578,-12.6049,-0.9576,0.6036,4.9466,-0.6184,0.0,48.005,180,2022-11-07 15:48:03:398
10.2252,-9.4399,-1.5011,-0.0403,3.5367,-0.5585,0.0,48.005,190,2022-11-07 15:48:03:408
9.6051,-7.3714,-0.7326,-0.0403,3.5367,-0.5585,0.0,48.005,200,2022-11-07 15:48:03:418
7.6683,-7.63,0.3424,-0.3017,2.362,-1.1774,0.0,48.005,210,2022-11-07 15:48:03:428
7.6683,-7.63,0.3424,-0.4862,1.6546,-1.7455,0.0,48.005,219,2022-11-07 15:48:03:437
6.2271,-8.5709,1.1683,-0.6469,1.8311,-1.5298,0.0,48.005,230,2022-11-07 15:48:03:448
5.2359,-9.021,1.4748,-0.7654,2.1781,-1.1334,0.0,48.005,240,2022-11-07 15:48:03:458
5.9278,-8.6331,1.9249,-0.8106,2.5483,-0.7864,0.0,48.005,249,2022-11-07 15:48:03:467
5.9445,-8.1064,1.604,-0.7971,2.8433,-0.418,0.0,48.005,260,2022-11-07 15:48:03:478
6.1193,-7.5031,1.2665,-0.7196,2.8537,-0.2641,0.0,48.005,269,2022-11-07 15:48:03:487
6.1193,-7.5031,1.2665,-0.7196,2.8537,-0.2641,0.0,48.005,280,2022-11-07 15:48:03:498
5.7889,-7.2805,1.1228,-0.3628,2.2539,0.0175,0.0,48.005,290,2022-11-07 15:48:03:508
5.0779,-7.2805,1.1228,-0.3628,2.2539,0.0175,0.0,48.005,300,2022-11-07 15:48:03:518
3.6749,-6.7897,1.2449,-0.0598,1.6491,0.2386,0.0,48.005,310,2022-11-07 15:48:03:528
3.6749,-6.7897,1.2449,0.223,1.0706,0.5062,0.0,48.005,320,2022-11-07 15:48:03:538
1.312,-6.6125,1.5131,0.6921,0.1366,1.0737,0.0,48.005,330,2022-11-07 15:48:03:548
1.233,-5.8751,1.8339,1.0904,-0.5231,1.5013,0.0,48.005,340,2022-11-07 15:48:03:558
2.9256,-5.2503,2.035,1.5309,-0.9226,1.7908,0.0,48.005,350,2022-11-07 15:48:03:568
2.9256,-5.2503,2.035,1.5309,-0.9226,1.7908,0.0,48.005,360,2022-11-07 15:48:03:578
4.6015,-4.7523,1.9656,1.9053,-0.7944,1.7621,0.0,48.005,370,2022-11-07 15:48:03:588
5.0396,-4.8313,1.8171,2.0593,-0.5085,1.6626,0.0,48.005,379,2022-11-07 15:48:03:597
5.1138,-4.8792,1.5466,2.1552,-0.1878,1.6137,0.0,48.005,390,2022-11-07 15:48:03:608
5.2838,-4.805,1.0414,2.2022,0.1378,1.5948,0.0,48.005,400,2022-11-07 15:48:03:618
5.2838,-4.805,1.0414,2.1882,0.3345,1.6021,0.0,48.005,410,2022-11-07 15:48:03:628
5.3317,-4.7547,0.5746,2.1368,0.3895,1.6192,0.0,48.005,420,2022-11-07 15:48:03:638
5.3604,-4.6398,0.1676,2.0306,0.348,1.6448,0.0,48.005,429,2022-11-07 15:48:03:647
5.3604,-4.6398,0.1676,1.9175,0.2502,1.6577,0.0,48.005,440,2022-11-07 15:48:03:658
5.6118,-4.7403,0.0527,1.7972,0.1073,1.6644,0.0,48.005,450,2022-11-07 15:48:03:668
6.0044,-5.0755,-0.0335,1.6182,-0.0943,1.6742,0.0,48.005,460,2022-11-07 15:48:03:678
6.6724,-5.5112,0.1197,1.6182,-0.0943,1.6742,0.0,48.005,470,2022-11-07 15:48:03:688
7.5869,-5.8129,0.5195,1.4893,-0.2837,1.6729,0.0,48.005,479,2022-11-07 15:48:03:697
8.3841,-5.7746,0.8571,1.3824,-0.503,1.6045,0.0,48.005,490,2022-11-07 15:48:03:708
8.3841,-5.7746,0.8571,1.3012,-0.6392,1.4286,0.0,48.005,500,2022-11-07 15:48:03:718
8.7193,-5.6477,1.118,1.2572,-0.6881,1.2478,0.0,48.005,510,2022-11-07 15:48:03:728
8.614,-5.6142,1.3287,1.201,-0.6484,1.0896,0.0,48.005,521,2022-11-07 15:48:03:739
8.4296,-5.3724,1.3383,1.1026,-0.5085,0.9717,0.0,48.005,530,2022-11-07 15:48:03:748
8.2118,-5.255,1.1803,0.9567,-0.3338,0.8868,0.0,48.005,540,2022-11-07 15:48:03:758
8.2118,-5.255,1.1803,0.7172,-0.1426,0.8361,0.0,48.005,550,2022-11-07 15:48:03:768
7.9484,-5.2934,0.9122,0.4893,-0.0693,0.8208,0.0,48.005,560,2022-11-07 15:48:03:778
7.6875,-5.1234,0.5961,0.2652,-0.0931,0.7878,0.0,48.005,570,2022-11-07 15:48:03:788
7.6875,-5.1234,0.5961,-0.0085,-0.2134,0.6943,0.0,48.005,580,2022-11-07 15:48:03:798
7.3786,-4.9055,0.6273,-0.2168,-0.2916,0.6039,0.0,48.005,590,2022-11-07 15:48:03:808
7.0794,-4.9079,0.9217,-0.4221,-0.3087,0.516,0.0,48.005,599,2022-11-07 15:48:03:817
7.0291,-4.9175,1.1827,-0.6744,-0.2421,0.3846,0.0,48.005,610,2022-11-07 15:48:03:828
7.0698,-5.0156,1.3431,-0.8619,-0.1633,0.2686,0.0,48.005,620,2022-11-07 15:48:03:838
7.0698,-5.0156,1.3431,-1.0439,-0.087,0.158,0.0,48.005,629,2022-11-07 15:48:03:847
7.1488,-5.2574,1.391,-1.0439,-0.087,0.158,0.0,48.005,640,2022-11-07 15:48:03:858
7.3954,-5.5711,1.4412,-1.2657,-0.0228,0.0303,0.0,48.005,650,2022-11-07 15:48:03:868
7.5773,-5.7698,1.4891,-1.4495,0.0034,-0.0723,0.0,48.005,659,2022-11-07 15:48:03:877
7.5773,-5.7698,1.4891,-1.6829,0.0144,-0.2042,0.0,48.005,670,2022-11-07 15:48:03:888
7.6563,-5.911,1.5705,-1.8778,0.0285,-0.3148,0.0,48.005,680,2022-11-07 15:48:03:898
7.6491,-6.0643,1.6471,-2.0751,0.0499,-0.4248,0.0,48.005,690,2022-11-07 15:48:03:908
7.618,-6.2606,1.7812,-2.3219,0.0969,-0.5585,0.0,48.005,700,2022-11-07 15:48:03:918
7.6276,-6.4976,1.8602,-2.5173,0.1525,-0.6575,0.0,48.005,710,2022-11-07 15:48:03:928
7.6276,-6.4976,1.8602,-2.7073,0.2075,-0.7552,0.0,48.005,720,2022-11-07 15:48:03:938
7.6563,-6.7849,1.9416,-2.9382,0.26,-0.878,0.0,48.005,730,2022-11-07 15:48:03:948
7.6875,-7.1272,2.1212,-3.1062,0.2924,-0.9794,0.0,48.005,739,2022-11-07 15:48:03:957
7.6276,-7.5127,2.3055,-3.3029,0.3547,-1.0986,0.0,48.005,757,2022-11-07 15:48:03:975
7.6276,-7.5127,2.3055,-3.3029,0.3547,-1.0986,0.0,48.005,760,2022-11-07 15:48:03:978
7.5486,-7.8095,2.5497,-3.444,0.4048,-1.2207,0.0,48.005,773,2022-11-07 15:48:03:991
7.2493,-8.1304,2.8969,-3.5137,0.4506,-1.3661,0.0,48.005,780,2022-11-07 15:48:03:998
7.2493,-8.1304,2.8969,-3.5069,0.4854,-1.44,0.0,48.005,790,2022-11-07 15:48:04:008
6.9932,-8.3027,3.086,-3.4501,0.5135,-1.4944,0.0,48.005,800,2022-11-07 15:48:04:018
6.67,-8.4871,3.1961,-3.3188,0.4646,-1.5225,0.0,48.005,810,2022-11-07 15:48:04:028
6.67,-8.4871,3.1961,-3.3188,0.4646,-1.5225,0.0,48.005,820,2022-11-07 15:48:04:038
6.3731,-8.5565,3.3853,-3.0641,0.5789,-1.484,0.0,48.005,830,2022-11-07 15:48:04:048
6.2007,-8.5182,3.3876,-3.0641,0.5789,-1.484,0.0,48.005,840,2022-11-07 15:48:04:058
6.1145,-8.4919,3.4116,-2.9107,0.7878,-1.4174,0.0,48.005,849,2022-11-07 15:48:04:067
6.1145,-8.4919,3.4116,-2.7855,0.993,-1.3441,0.0,48.005,860,2022-11-07 15:48:04:078
6.0595,-8.456,3.4092,-2.6194,1.2441,-1.2378,0.0,48.005,869,2022-11-07 15:48:04:087
5.9565,-8.4823,3.3422,-2.4074,1.3767,-1.1285,0.0,48.005,880,2022-11-07 15:48:04:098
5.9445,-8.5469,3.3134,-2.1832,1.3192,-1.0466,0.0,48.005,889,2022-11-07 15:48:04:107
5.6956,-8.681,3.3829,-1.9205,1.1677,-0.9678,0.0,48.005,900,2022-11-07 15:48:04:118
5.6956,-8.681,3.3829,-1.631,0.993,-0.8811,0.0,48.005,910,2022-11-07 15:48:04:128
5.9182,-8.5326,3.1818,-1.4459,0.9326,-0.8353,0.0,48.005,921,2022-11-07 15:48:04:139
5.5232,-8.5685,3.2775,-1.014,0.6681,-0.751,0.0,48.005,930,2022-11-07 15:48:04:148
5.5232,-8.5685,3.2775,-0.824,0.6149,-0.6771,0.0,48.005,941,2022-11-07 15:48:04:159
5.2407,-8.2453,3.1698,-0.5418,0.6003,-0.5341,0.0,48.005,950,2022-11-07 15:48:04:168
5.5423,-7.7808,2.7795,-0.5418,0.6003,-0.5341,0.0,48.005,960,2022-11-07 15:48:04:178
5.765,-7.5247,2.4013,-0.2962,0.9662,-0.357,0.0,48.005,972,2022-11-07 15:48:04:190
5.765,-7.5247,2.4013,-0.2962,0.9662,-0.357,0.0,48.005,980,2022-11-07 15:48:04:198
5.8991,-7.5701,2.1499,-0.1997,1.0798,-0.2922,0.0,48.005,990,2022-11-07 15:48:04:208
6.2223,-7.5414,1.8554,-0.1399,1.1555,-0.2666,0.0,48.005,1000,2022-11-07 15:48:04:218
6.2989,-7.4409,1.5897,-0.1197,1.2007,-0.2519,0.0,48.005,1010,2022-11-07 15:48:04:228
6.2989,-7.4409,1.5897,-0.1423,1.2832,-0.214,0.0,48.005,1019,2022-11-07 15:48:04:237
6.3228,-7.2948,1.3598,-0.1423,1.2832,-0.214,0.0,48.005,1030,2022-11-07 15:48:04:248
6.4353,-7.1607,1.2928,-0.2272,1.4402,-0.1499,0.0,48.005,1040,2022-11-07 15:48:04:258
6.6293,-6.986,1.2066,-0.3017,1.5697,-0.0961,0.0,48.005,1050,2022-11-07 15:48:04:268
