ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
3.7803,-3.7037,0.6009,-1.2437,0.5648,2.0651,0.0,41.984,16,2022-11-07 15:53:28:792
3.3086,-3.6606,0.1221,-1.5546,0.417,2.0114,0.0,41.984,26,2022-11-07 15:53:28:802
3.1889,-3.9263,-0.0551,-1.8362,0.2014,1.9344,0.0,41.984,36,2022-11-07 15:53:28:812
3.1889,-3.9263,-0.0551,-2.1832,-0.0784,1.8171,0.0,41.984,45,2022-11-07 15:53:28:821
3.7037,-5.0803,-0.0886,-2.7043,-0.5751,1.5593,0.0,41.984,56,2022-11-07 15:53:28:832
4.2567,-6.9381,-0.316,-3.1875,-1.192,1.2576,0.0,41.984,66,2022-11-07 15:53:28:842
6.5814,-12.2698,1.1085,-3.7305,-2.0772,0.654,0.0,41.984,76,2022-11-07 15:53:28:852
6.5814,-12.2698,1.1085,-4.1001,-2.5982,-0.1651,0.0,41.984,86,2022-11-07 15:53:28:862
8.602,-17.702,3.2991,-4.2852,-2.4962,-0.7943,0.0,41.984,96,2022-11-07 15:53:28:872
8.7145,-20.9867,3.7635,-4.2852,-2.4962,-0.7943,0.0,41.984,106,2022-11-07 15:53:28:882
7.4863,-22.574,3.2129,-4.4086,-1.8426,-1.1688,0.0,41.984,116,2022-11-07 15:53:28:892
5.6525,-22.3465,3.0118,-4.3664,-1.1694,-0.9128,0.0,41.984,126,2022-11-07 15:53:28:902
5.6525,-22.3465,3.0118,-3.9626,-0.2036,0.1482,0.0,41.984,135,2022-11-07 15:53:28:911
4.0269,-14.6184,4.8983,-3.1942,0.7878,1.4176,0.0,41.984,151,2022-11-07 15:53:28:927
4.0269,-14.6184,4.8983,-1.9908,2.2007,2.6467,0.0,41.984,156,2022-11-07 15:53:28:932
5.4011,-10.2084,3.9072,-1.1502,3.186,2.9521,0.0,41.984,166,2022-11-07 15:53:28:942
5.9182,-7.9532,2.5162,-0.3561,3.9979,2.8702,0.0,41.984,176,2022-11-07 15:53:28:952
5.9182,-7.9532,2.5162,0.165,4.263,2.657,0.0,49.058,186,2022-11-07 15:53:28:962
5.7865,-6.6652,0.9289,0.165,4.263,2.657,0.0,49.058,196,2022-11-07 15:53:28:972
5.6333,-5.8248,-0.2586,0.4368,4.0541,2.4903,0.0,49.058,206,2022-11-07 15:53:28:982
5.4035,-5.607,-0.9409,0.6011,3.5758,2.3198,0.0,49.058,216,2022-11-07 15:53:28:992
5.291,-5.7746,-1.3503,0.7129,2.6888,2.136,0.0,49.058,226,2022-11-07 15:53:29:002
5.291,-5.7746,-1.3503,0.7459,1.7462,2.0468,0.0,49.058,236,2022-11-07 15:53:29:012
5.2622,-6.1624,-1.9775,0.7068,0.3064,2.0315,0.0,49.058,246,2022-11-07 15:53:29:022
5.4131,-6.4593,-2.3534,0.6115,-1.3692,2.0932,0.0,49.058,256,2022-11-07 15:53:29:032
5.8991,-6.6125,-2.1571,0.5345,-2.6721,2.1659,0.0,49.058,266,2022-11-07 15:53:29:042
6.5455,-6.4736,-1.3886,0.4906,-4.0057,2.2178,0.0,49.058,279,2022-11-07 15:53:29:055
6.5455,-6.4736,-1.3886,0.4906,-4.0057,2.2178,0.0,49.058,286,2022-11-07 15:53:29:062
7.1153,-6.3659,-0.3256,0.54,-4.8041,2.1512,0.0,49.058,296,2022-11-07 15:53:29:072
7.1153,-6.3659,-0.3256,0.664,-5.192,1.9912,0.0,49.058,306,2022-11-07 15:53:29:082
7.3307,-6.3204,0.1484,0.7471,-5.2866,1.8703,0.0,49.058,319,2022-11-07 15:53:29:095
6.8352,-6.2103,0.2801,0.8253,-5.3172,1.7401,0.0,49.058,327,2022-11-07 15:53:29:103
6.8352,-6.2103,0.2801,1.0177,-5.1113,1.4671,0.0,49.058,336,2022-11-07 15:53:29:112
6.1504,-6.2175,0.7541,1.143,-4.7656,1.3315,0.0,49.058,346,2022-11-07 15:53:29:122
5.6956,-6.0762,0.9864,1.281,-4.1559,1.1562,0.0,49.058,357,2022-11-07 15:53:29:133
5.2527,-6.0092,1.0319,1.4087,-3.4822,0.9741,0.0,49.058,366,2022-11-07 15:53:29:142
5.2527,-6.0092,1.0319,1.4087,-3.4822,0.9741,0.0,49.058,376,2022-11-07 15:53:29:152
5.0779,-6.1385,0.8643,1.4967,-2.831,0.7664,0.0,49.058,386,2022-11-07 15:53:29:162
4.9654,-6.4425,0.5435,1.5138,-2.2733,0.5496,0.0,49.058,396,2022-11-07 15:53:29:172
4.7738,-6.9285,0.1915,1.4606,-1.8493,0.3547,0.0,49.058,407,2022-11-07 15:53:29:183
4.7738,-6.9285,0.1915,1.3696,-1.5763,0.2246,0.0,49.058,416,2022-11-07 15:53:29:192
4.7786,-7.5318,0.012,1.1906,-1.2849,0.0945,0.0,49.058,430,2022-11-07 15:53:29:206
4.8289,-8.3267,-0.1125,1.008,-1.0863,0.0077,0.0,49.058,436,2022-11-07 15:53:29:212
4.9151,-8.7696,-0.182,1.008,-1.0863,0.0077,0.0,49.058,446,2022-11-07 15:53:29:222
4.8816,-8.9348,-0.1891,0.4954,-0.7039,-0.1896,0.0,49.058,457,2022-11-07 15:53:29:233
4.8816,-8.9348,-0.1891,0.4954,-0.7039,-0.1896,0.0,49.058,465,2022-11-07 15:53:29:241
4.7212,-8.7887,-0.0886,0.1845,-0.4865,-0.3221,0.0,49.058,477,2022-11-07 15:53:29:253
4.5871,-8.4224,0.0742,-0.0513,-0.2971,-0.4468,0.0,49.058,485,2022-11-07 15:53:29:261
4.1777,-8.1806,0.1867,-0.3311,-0.0069,-0.6154,0.0,49.058,496,2022-11-07 15:53:29:272
