ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
8.9444,-2.7317,-1.9919,0.4392,0.2905,0.2728,0.0,45.24,13,2022-11-07 15:49:35:159
9.0114,-2.7293,-1.9823,0.54,0.2386,0.2936,0.0,45.24,23,2022-11-07 15:49:35:169
9.0186,-2.8322,-2.0493,0.6201,0.1757,0.3113,0.0,45.24,32,2022-11-07 15:49:35:178
9.0186,-2.8322,-2.0493,0.6201,0.1757,0.3113,0.0,45.24,43,2022-11-07 15:49:35:189
8.9611,-2.8705,-2.0757,0.708,0.0767,0.34,0.0,45.24,53,2022-11-07 15:49:35:199
8.9515,-3.0118,-2.0685,0.7826,-0.0601,0.3706,0.0,45.24,63,2022-11-07 15:49:35:209
8.8558,-3.1051,-2.1092,0.8491,-0.2195,0.4097,0.0,45.24,76,2022-11-07 15:49:35:222
8.7792,-3.1913,-2.0206,0.8491,-0.2195,0.4097,0.0,45.24,83,2022-11-07 15:49:35:229
8.7792,-3.1913,-2.0206,0.8754,-0.2776,0.439,0.0,45.24,93,2022-11-07 15:49:35:239
8.5733,-3.177,-2.0972,0.9029,-0.3118,0.4793,0.0,45.24,103,2022-11-07 15:49:35:249
8.456,-3.1818,-2.0924,0.934,-0.3509,0.5416,0.0,45.24,112,2022-11-07 15:49:35:258
8.1854,-3.0884,-2.2217,0.9835,-0.4333,0.6497,0.0,45.24,123,2022-11-07 15:49:35:269
7.7258,-2.904,-2.2959,1.0544,-0.5744,0.7854,0.0,45.24,133,2022-11-07 15:49:35:279
7.4361,-2.8226,-2.2528,1.154,-0.7748,0.9772,0.0,45.24,146,2022-11-07 15:49:35:292
7.4361,-2.8226,-2.2528,1.2981,-1.0228,1.2826,0.0,45.24,153,2022-11-07 15:49:35:299
6.4904,-2.6024,-2.3654,1.4288,-1.2391,1.6021,0.0,45.24,162,2022-11-07 15:49:35:308
6.2486,-3.0022,-2.7867,1.4288,-1.2391,1.6021,0.0,45.24,173,2022-11-07 15:49:35:319
6.2486,-3.0022,-2.7867,1.5706,-1.4944,2.0926,0.0,45.24,182,2022-11-07 15:49:35:328
7.2158,-3.73,-4.3261,1.5486,-1.9373,2.5935,0.0,45.24,193,2022-11-07 15:49:35:339
9.4615,-4.6637,-5.9517,1.3641,-2.2946,2.6613,0.0,45.24,204,2022-11-07 15:49:35:350
11.9418,-5.698,-6.725,1.1314,-2.4394,2.4988,0.0,45.24,216,2022-11-07 15:49:35:362
14.2521,-6.9788,-7.5223,0.7068,-2.4351,2.0083,0.0,45.24,223,2022-11-07 15:49:35:369
14.2569,-7.2517,-7.5223,0.2035,-2.3154,1.2985,0.0,45.24,234,2022-11-07 15:49:35:380
14.2569,-7.2517,-7.5223,0.2035,-2.3154,1.2985,0.0,45.24,243,2022-11-07 15:49:35:389
12.5403,-7.2421,-6.4617,-0.0934,-2.2696,0.7292,0.0,45.24,253,2022-11-07 15:49:35:399
10.6968,-6.8375,-4.8026,-0.0189,-2.1138,0.4683,0.0,45.24,263,2022-11-07 15:49:35:409
10.6968,-6.8375,-4.8026,0.1692,-1.6056,0.3492,0.0,45.24,273,2022-11-07 15:49:35:419
8.851,-6.2965,-3.4355,0.2841,-1.1346,0.2728,0.0,45.24,283,2022-11-07 15:49:35:429
6.7681,-5.1904,-2.2145,0.4301,-0.1615,0.1275,0.0,45.24,292,2022-11-07 15:49:35:438
6.0044,-4.8983,-1.3503,0.5217,0.7224,-0.0014,0.0,45.24,303,2022-11-07 15:49:35:449
6.0044,-4.8983,-1.3503,0.5889,1.6338,-0.1651,0.0,46.844,314,2022-11-07 15:49:35:460
5.8392,-4.8457,-0.6991,0.6665,2.6845,-0.4785,0.0,46.844,323,2022-11-07 15:49:35:469
6.0978,-5.0037,-0.656,0.705,3.4255,-0.8487,0.0,46.844,333,2022-11-07 15:49:35:479
7.2302,-5.7817,-0.6727,0.7496,4.0559,-1.3502,0.0,46.844,342,2022-11-07 15:49:35:488
8.4703,-7.3307,-0.4333,0.887,4.5306,-2.1193,0.0,46.844,352,2022-11-07 15:49:35:498
