ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),PROXIMITY (m),SOUND LEVEL (dB),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
3.007,-6.3563,0.3519,-0.565,1.3205,0.643,0.0,47.022,322,2022-11-07 15:52:48:619
3.0597,-6.2678,0.3424,-0.5271,1.1574,0.6192,0.0,45.673,332,2022-11-07 15:52:48:629
3.0597,-6.2678,0.3424,-0.5271,1.1574,0.6192,0.0,45.673,342,2022-11-07 15:52:48:639
3.2727,-6.3444,0.3448,-0.4618,0.8739,0.5581,0.0,45.673,352,2022-11-07 15:52:48:649
3.5241,-6.9549,0.5602,-0.4147,0.618,0.4958,0.0,45.673,364,2022-11-07 15:52:48:661
3.5241,-6.9549,0.5602,-0.3689,0.3987,0.4512,0.0,45.673,373,2022-11-07 15:52:48:670
3.9455,-8.0849,0.893,-0.3323,0.2386,0.414,0.0,45.673,382,2022-11-07 15:52:48:679
4.4602,-9.1431,1.1899,-0.2938,0.0755,0.3553,0.0,45.673,395,2022-11-07 15:52:48:692
4.4602,-9.1431,1.1899,-0.2938,0.0755,0.3553,0.0,45.673,402,2022-11-07 15:52:48:699
4.7595,-9.6171,1.3024,-0.2278,-0.1841,0.2124,0.0,45.673,412,2022-11-07 15:52:48:709
4.5512,-9.5381,1.3742,-0.1618,-0.4028,0.0566,0.0,45.673,422,2022-11-07 15:52:48:719
4.0939,-9.0688,1.4867,-0.1032,-0.5506,-0.0637,0.0,45.673,432,2022-11-07 15:52:48:729
3.6702,-8.5661,1.5586,-0.0146,-0.6459,-0.1761,0.0,45.673,442,2022-11-07 15:52:48:739
3.6702,-8.5661,1.5586,0.0526,-0.6459,-0.2415,0.0,45.673,452,2022-11-07 15:52:48:749
3.1626,-7.7569,1.5179,0.1063,-0.608,-0.3032,0.0,45.673,462,2022-11-07 15:52:48:759
2.9064,-7.4193,1.3168,0.1485,-0.55,-0.3802,0.0,45.673,473,2022-11-07 15:52:48:770
2.9064,-7.4193,1.3168,0.1625,-0.5573,-0.4364,0.0,45.673,481,2022-11-07 15:52:48:778
3.0285,-7.5103,1.0151,0.1454,-0.6404,-0.5463,0.0,45.673,492,2022-11-07 15:52:48:789
3.1794,-7.946,0.8906,0.0984,-0.7614,-0.6398,0.0,45.673,502,2022-11-07 15:52:48:799
3.1794,-7.946,0.8906,0.0984,-0.7614,-0.6398,0.0,45.673,511,2022-11-07 15:52:48:808
3.3302,-8.8414,1.051,-0.003,-0.9666,-0.7711,0.0,45.673,522,2022-11-07 15:52:48:819
3.3493,-9.416,1.3742,-0.1521,-1.1242,-0.8621,0.0,45.673,532,2022-11-07 15:52:48:829
3.3326,-9.7823,1.6926,-0.2242,-1.1102,-0.8652,0.0,45.673,542,2022-11-07 15:52:48:839
3.3326,-9.7823,1.6926,-0.2242,-1.1102,-0.8652,0.0,45.673,552,2022-11-07 15:52:48:849
3.2009,-9.8517,1.9512,-0.3048,-0.9892,-0.8206,0.0,45.673,562,2022-11-07 15:52:48:859
3.1051,-9.5764,2.1092,-0.361,-0.8096,-0.7662,0.0,45.673,572,2022-11-07 15:52:48:869
3.1051,-9.5764,2.1092,-0.3836,-0.6435,-0.743,0.0,45.673,582,2022-11-07 15:52:48:879
3.1195,-9.2293,2.0996,-0.3836,-0.4443,-0.7644,0.0,45.673,592,2022-11-07 15:52:48:889
3.232,-9.1479,2.0326,-0.3671,-0.2971,-0.8359,0.0,45.673,602,2022-11-07 15:52:48:899
3.3493,-9.1191,1.9775,-0.353,-0.2049,-0.9281,0.0,45.673,612,2022-11-07 15:52:48:909
3.2871,-9.1838,1.9536,-0.3414,-0.1267,-1.024,0.0,45.673,623,2022-11-07 15:52:48:920
3.2871,-9.1838,1.9536,-0.3384,-0.1065,-1.0485,0.0,45.673,632,2022-11-07 15:52:48:929
3.177,-9.2436,1.8985,-0.3329,0.0425,-1.1792,0.0,45.673,642,2022-11-07 15:52:48:939
3.0932,-9.3106,1.9129,-0.3329,0.0425,-1.1792,0.0,42.533,651,2022-11-07 15:52:48:948
2.9711,-9.4998,1.8722,-0.3439,0.2557,-1.2525,0.0,42.533,662,2022-11-07 15:52:48:959
2.9711,-9.4998,1.8722,-0.3439,0.2557,-1.2525,0.0,42.533,672,2022-11-07 15:52:48:969
2.904,-9.7727,1.865,-0.3573,0.3865,-1.269,0.0,42.533,682,2022-11-07 15:52:48:979
2.8274,-9.9738,1.8411,-0.3738,0.5105,-1.258,0.0,42.533,693,2022-11-07 15:52:48:990
2.7341,-10.0049,1.7884,-0.3885,0.6125,-1.2274,0.0,42.533,702,2022-11-07 15:52:48:999
2.6287,-9.9547,1.7908,-0.3976,0.7096,-1.1835,0.0,42.533,712,2022-11-07 15:52:49:009
2.6287,-9.9547,1.7908,-0.3915,0.8336,-1.1095,0.0,42.533,722,2022-11-07 15:52:49:019
2.43,-9.811,1.7094,-0.3811,0.9326,-1.0259,0.0,42.533,732,2022-11-07 15:52:49:029
2.2959,-9.6434,1.6064,-0.3628,1.0419,-0.9141,0.0,42.533,743,2022-11-07 15:52:49:040
2.3079,-9.6315,1.5179,-0.3457,1.1183,-0.8145,0.0,42.533,751,2022-11-07 15:52:49:048
2.3726,-9.7536,1.4389,-0.3341,1.1409,-0.7473,0.0,42.533,762,2022-11-07 15:52:49:059
2.3726,-9.7536,1.4389,-0.3341,1.1409,-0.7473,0.0,42.533,772,2022-11-07 15:52:49:069
2.4276,-9.835,1.3407,-0.3298,1.1232,-0.6716,0.0,42.533,782,2022-11-07 15:52:49:079
